Dataset,SF,ARI,K
Dataset F,0.8149999999999996,0.7175277315789728,23
Dataset F,0.8149999999999996,0.6147832855911313,24
Dataset F,0.8149999999999996,0.6147832855911313,25
Dataset F,0.8149999999999996,0.6147832855911313,26
Dataset F,0.8149999999999996,0.6147832855911313,27
Dataset F,0.8149999999999996,0.6147832855911313,28
Dataset F,0.8149999999999996,0.6147832855911313,29
Dataset F,0.8149999999999996,0.6147832855911313,30
Dataset F,0.8149999999999996,0.6147832855911313,31
Dataset F,0.8149999999999996,0.6147832855911313,32
Dataset F,0.8149999999999996,0.6147832855911313,33
Dataset F,0.8149999999999996,0.6147832855911313,34
Dataset F,0.8149999999999996,0.6147832855911313,35
Dataset F,0.8199999999999996,0.5737593193882407,2
Dataset F,0.8199999999999996,0.596282948712885,3
Dataset F,0.8199999999999996,0.6000847462563558,4
Dataset F,0.8199999999999996,0.7319012584925857,5
Dataset F,0.8199999999999996,0.6684231888115075,6
Dataset F,0.8199999999999996,0.6938866365175345,7
Dataset F,0.8199999999999996,0.7475628115951257,8
Dataset F,0.8199999999999996,0.7648813083333345,9
Dataset F,0.8199999999999996,0.7648813083333345,10
Dataset F,0.8199999999999996,0.7648813083333345,11
Dataset F,0.8199999999999996,0.7648813083333345,12
Dataset F,0.8199999999999996,0.7730528653478959,13
Dataset F,0.8199999999999996,0.7011564064660575,14
Dataset F,0.8199999999999996,0.7011564064660575,15
Dataset F,0.8199999999999996,0.7158354594785538,16
Dataset F,0.8199999999999996,0.7158354594785538,17
Dataset F,0.8199999999999996,0.7158354594785538,18
Dataset F,0.8199999999999996,0.7158354594785538,19
Dataset F,0.8199999999999996,0.7158354594785538,20
Dataset F,0.8199999999999996,0.7175277315789728,21
Dataset F,0.8199999999999996,0.7175277315789728,22
Dataset F,0.8199999999999996,0.7175277315789728,23
Dataset F,0.8199999999999996,0.6147832855911313,24
Dataset F,0.8199999999999996,0.6147832855911313,25
Dataset F,0.8199999999999996,0.6147832855911313,26
Dataset F,0.8199999999999996,0.6147832855911313,27
Dataset F,0.8199999999999996,0.6147832855911313,28
Dataset F,0.8199999999999996,0.6147832855911313,29
Dataset F,0.8199999999999996,0.6147832855911313,30
Dataset F,0.8199999999999996,0.6147832855911313,31
Dataset F,0.8199999999999996,0.6147832855911313,32
Dataset F,0.8199999999999996,0.6147832855911313,33
Dataset F,0.8199999999999996,0.6147832855911313,34
Dataset F,0.8199999999999996,0.6147832855911313,35
Dataset F,0.8249999999999996,0.552379970989012,2
Dataset F,0.8249999999999996,0.596282948712885,3
Dataset F,0.8249999999999996,0.6490675243249405,4
Dataset F,0.8249999999999996,0.7228544629386379,5
Dataset F,0.8249999999999996,0.6684231888115075,6
Dataset F,0.8249999999999996,0.6863149172285156,7
Dataset F,0.8249999999999996,0.7475628115951257,8
Dataset F,0.8249999999999996,0.756826396190571,9
Dataset F,0.8249999999999996,0.7648813083333345,10
Dataset F,0.8249999999999996,0.7648813083333345,11
Dataset F,0.8249999999999996,0.7648813083333345,12
Dataset F,0.8249999999999996,0.7730528653478959,13
Dataset F,0.8249999999999996,0.7011564064660575,14
Dataset F,0.8249999999999996,0.7011564064660575,15
Dataset F,0.8249999999999996,0.7084422498800077,16
Dataset F,0.8249999999999996,0.7084422498800077,17
Dataset F,0.8249999999999996,0.7158354594785538,18
Dataset F,0.8249999999999996,0.7158354594785538,19
Dataset F,0.8249999999999996,0.7158354594785538,20
Dataset F,0.8249999999999996,0.7101429620499097,21
Dataset F,0.8249999999999996,0.7175277315789728,22
Dataset F,0.8249999999999996,0.7175277315789728,23
Dataset F,0.8249999999999996,0.6147832855911313,24
Dataset F,0.8249999999999996,0.6147832855911313,25
Dataset F,0.8249999999999996,0.6147832855911313,26
Dataset F,0.8249999999999996,0.6147832855911313,27
Dataset F,0.8249999999999996,0.6147832855911313,28
Dataset F,0.8249999999999996,0.6147832855911313,29
Dataset F,0.8249999999999996,0.6147832855911313,30
Dataset F,0.8249999999999996,0.6147832855911313,31
Dataset F,0.8249999999999996,0.6147832855911313,32
Dataset F,0.8249999999999996,0.6147832855911313,33
Dataset F,0.8249999999999996,0.6147832855911313,34
Dataset F,0.8249999999999996,0.6147832855911313,35
Dataset F,0.8299999999999996,0.6143273710278633,2
Dataset F,0.8299999999999996,0.6040719124503636,3
Dataset F,0.8299999999999996,0.6845907479532309,4
Dataset F,0.8299999999999996,0.7152618596838871,5
Dataset F,0.8299999999999996,0.6627399232987117,6
Dataset F,0.8299999999999996,0.6863149172285156,7
Dataset F,0.8299999999999996,0.7475628115951257,8
Dataset F,0.8299999999999996,0.756826396190571,9
Dataset F,0.8299999999999996,0.7648813083333345,10
Dataset F,0.8299999999999996,0.7648813083333345,11
Dataset F,0.8299999999999996,0.7648813083333345,12
Dataset F,0.8299999999999996,0.7730528653478959,13
Dataset F,0.8299999999999996,0.7011564064660575,14
Dataset F,0.8299999999999996,0.7011564064660575,15
Dataset F,0.8299999999999996,0.7011564064660575,16
Dataset F,0.8299999999999996,0.7084422498800077,17
Dataset F,0.8299999999999996,0.7158354594785538,18
Dataset F,0.8299999999999996,0.7158354594785538,19
Dataset F,0.8299999999999996,0.7158354594785538,20
Dataset F,0.8299999999999996,0.7101429620499097,21
Dataset F,0.8299999999999996,0.7101429620499097,22
Dataset F,0.8299999999999996,0.7175277315789728,23
Dataset F,0.8299999999999996,0.6147832855911313,24
Dataset F,0.8299999999999996,0.6147832855911313,25
Dataset F,0.8299999999999996,0.6147832855911313,26
Dataset F,0.8299999999999996,0.6147832855911313,27
Dataset F,0.8299999999999996,0.6147832855911313,28
Dataset F,0.8299999999999996,0.6147832855911313,29
Dataset F,0.8299999999999996,0.6147832855911313,30
Dataset F,0.8299999999999996,0.6147832855911313,31
Dataset F,0.8299999999999996,0.6147832855911313,32
Dataset F,0.8299999999999996,0.6147832855911313,33
Dataset F,0.8299999999999996,0.6147832855911313,34
Dataset F,0.8299999999999996,0.6147832855911313,35
Dataset F,0.8349999999999996,0.6143273710278633,2
Dataset F,0.8349999999999996,0.6040719124503636,3
Dataset F,0.8349999999999996,0.6676252483299567,4
Dataset F,0.8349999999999996,0.7063989799753367,5
Dataset F,0.8349999999999996,0.6555222672216011,6
Dataset F,0.8349999999999996,0.6863149172285156,7
Dataset F,0.8349999999999996,0.7475628115951257,8
Dataset F,0.8349999999999996,0.756826396190571,9
Dataset F,0.8349999999999996,0.7648813083333345,10
Dataset F,0.8349999999999996,0.7648813083333345,11
Dataset F,0.8349999999999996,0.7648813083333345,12
Dataset F,0.8349999999999996,0.7730528653478959,13
Dataset F,0.8349999999999996,0.7011564064660575,14
Dataset F,0.8349999999999996,0.7011564064660575,15
Dataset F,0.8349999999999996,0.7011564064660575,16
Dataset F,0.8349999999999996,0.7084422498800077,17
Dataset F,0.8349999999999996,0.7084422498800077,18
Dataset F,0.8349999999999996,0.7158354594785538,19
Dataset F,0.8349999999999996,0.7158354594785538,20
Dataset F,0.8349999999999996,0.7101429620499097,21
Dataset F,0.8349999999999996,0.7101429620499097,22
Dataset F,0.8349999999999996,0.7175277315789728,23
Dataset F,0.8349999999999996,0.6147832855911313,24
Dataset F,0.8349999999999996,0.6147832855911313,25
Dataset F,0.8349999999999996,0.6147832855911313,26
Dataset F,0.8349999999999996,0.6147832855911313,27
Dataset F,0.8349999999999996,0.6147832855911313,28
Dataset F,0.8349999999999996,0.6147832855911313,29
Dataset F,0.8349999999999996,0.6147832855911313,30
Dataset F,0.8349999999999996,0.6147832855911313,31
Dataset F,0.8349999999999996,0.6147832855911313,32
Dataset F,0.8349999999999996,0.6147832855911313,33
Dataset F,0.8349999999999996,0.6147832855911313,34
Dataset F,0.8349999999999996,0.6147832855911313,35
Dataset F,0.8399999999999996,0.6108410515326663,2
Dataset F,0.8399999999999996,0.6102330739997717,3
Dataset F,0.8399999999999996,0.6416070007370317,4
Dataset F,0.8399999999999996,0.7063989799753367,5
Dataset F,0.8399999999999996,0.6555222672216011,6
Dataset F,0.8399999999999996,0.678883773140427,7
Dataset F,0.8399999999999996,0.7475628115951257,8
Dataset F,0.8399999999999996,0.7475628115951257,9
Dataset F,0.8399999999999996,0.7648813083333345,10
Dataset F,0.8399999999999996,0.7648813083333345,11
Dataset F,0.8399999999999996,0.7648813083333345,12
Dataset F,0.8399999999999996,0.7648813083333345,13
Dataset F,0.8399999999999996,0.7011564064660575,14
Dataset F,0.8399999999999996,0.7011564064660575,15
Dataset F,0.8399999999999996,0.7011564064660575,16
Dataset F,0.8399999999999996,0.7084422498800077,17
Dataset F,0.8399999999999996,0.7084422498800077,18
Dataset F,0.8399999999999996,0.7158354594785538,19
Dataset F,0.8399999999999996,0.7158354594785538,20
Dataset F,0.8399999999999996,0.7101429620499097,21
Dataset F,0.8399999999999996,0.7101429620499097,22
Dataset F,0.8399999999999996,0.7175277315789728,23
Dataset F,0.8399999999999996,0.6147832855911313,24
Dataset F,0.8399999999999996,0.6147832855911313,25
Dataset F,0.8399999999999996,0.6147832855911313,26
Dataset F,0.8399999999999996,0.6147832855911313,27
Dataset F,0.8399999999999996,0.6147832855911313,28
Dataset F,0.8399999999999996,0.6147832855911313,29
Dataset F,0.8399999999999996,0.6147832855911313,30
Dataset F,0.8399999999999996,0.6147832855911313,31
Dataset F,0.8399999999999996,0.6147832855911313,32
Dataset F,0.8399999999999996,0.6147832855911313,33
Dataset F,0.8399999999999996,0.6147832855911313,34
Dataset F,0.8399999999999996,0.6147832855911313,35
Dataset F,0.8449999999999996,0.6041411633049018,2
Dataset F,0.8449999999999996,0.6181164269405535,3
Dataset F,0.8449999999999996,0.635919133489072,4
Dataset F,0.8449999999999996,0.6520963369031021,5
Dataset F,0.8449999999999996,0.6763155970004823,6
Dataset F,0.8449999999999996,0.678883773140427,7
Dataset F,0.8449999999999996,0.7475628115951257,8
Dataset F,0.8449999999999996,0.7475628115951257,9
Dataset F,0.8449999999999996,0.756826396190571,10
Dataset F,0.8449999999999996,0.7648813083333345,11
Dataset F,0.8449999999999996,0.7648813083333345,12
Dataset F,0.8449999999999996,0.7648813083333345,13
Dataset F,0.8449999999999996,0.7011564064660575,14
Dataset F,0.8449999999999996,0.7011564064660575,15
Dataset F,0.8449999999999996,0.7011564064660575,16
Dataset F,0.8449999999999996,0.7084422498800077,17
Dataset F,0.8449999999999996,0.7084422498800077,18
Dataset F,0.8449999999999996,0.7158354594785538,19
Dataset F,0.8449999999999996,0.7158354594785538,20
Dataset F,0.8449999999999996,0.7101429620499097,21
Dataset F,0.8449999999999996,0.7101429620499097,22
Dataset F,0.8449999999999996,0.7175277315789728,23
Dataset F,0.8449999999999996,0.6147832855911313,24
Dataset F,0.8449999999999996,0.6147832855911313,25
Dataset F,0.8449999999999996,0.6147832855911313,26
Dataset F,0.8449999999999996,0.6147832855911313,27
Dataset F,0.8449999999999996,0.6147832855911313,28
Dataset F,0.8449999999999996,0.6147832855911313,29
Dataset F,0.8449999999999996,0.6147832855911313,30
Dataset F,0.8449999999999996,0.6147832855911313,31
Dataset F,0.8449999999999996,0.6147832855911313,32
Dataset F,0.8449999999999996,0.6147832855911313,33
Dataset F,0.8449999999999996,0.6147832855911313,34
Dataset F,0.8449999999999996,0.6147832855911313,35
Dataset F,0.8499999999999996,0.6041411633049018,2
Dataset F,0.8499999999999996,0.6181164269405535,3
Dataset F,0.8499999999999996,0.629175116029875,4
Dataset F,0.8499999999999996,0.6520963369031021,5
Dataset F,0.8499999999999996,0.6677098054805805,6
Dataset F,0.8499999999999996,0.6728330759409555,7
Dataset F,0.8499999999999996,0.7396696368309981,8
Dataset F,0.8499999999999996,0.7475628115951257,9
Dataset F,0.8499999999999996,0.756826396190571,10
Dataset F,0.8499999999999996,0.7648813083333345,11
Dataset F,0.8499999999999996,0.7648813083333345,12
Dataset F,0.8499999999999996,0.7648813083333345,13
Dataset F,0.8499999999999996,0.7011564064660575,14
Dataset F,0.8499999999999996,0.7011564064660575,15
Dataset F,0.8499999999999996,0.7011564064660575,16
Dataset F,0.8499999999999996,0.7084422498800077,17
Dataset F,0.8499999999999996,0.7084422498800077,18
Dataset F,0.8499999999999996,0.7158354594785538,19
Dataset F,0.8499999999999996,0.7158354594785538,20
Dataset F,0.8499999999999996,0.7101429620499097,21
Dataset F,0.8499999999999996,0.7101429620499097,22
Dataset F,0.8499999999999996,0.7175277315789728,23
Dataset F,0.8499999999999996,0.6147832855911313,24
Dataset F,0.8499999999999996,0.6147832855911313,25
Dataset F,0.8499999999999996,0.6147832855911313,26
Dataset F,0.8499999999999996,0.6147832855911313,27
Dataset F,0.8499999999999996,0.6147832855911313,28
Dataset F,0.8499999999999996,0.6147832855911313,29
Dataset F,0.8499999999999996,0.6147832855911313,30
Dataset F,0.8499999999999996,0.6147832855911313,31
Dataset F,0.8499999999999996,0.6147832855911313,32
Dataset F,0.8499999999999996,0.6147832855911313,33
Dataset F,0.8499999999999996,0.6147832855911313,34
Dataset F,0.8499999999999996,0.6147832855911313,35
Dataset F,0.8549999999999996,0.6041411633049018,2
Dataset F,0.8549999999999996,0.6181164269405535,3
Dataset F,0.8549999999999996,0.629175116029875,4
Dataset F,0.8549999999999996,0.6520963369031021,5
Dataset F,0.8549999999999996,0.6677098054805805,6
Dataset F,0.8549999999999996,0.6728330759409555,7
Dataset F,0.8549999999999996,0.7396696368309981,8
Dataset F,0.8549999999999996,0.7475628115951257,9
Dataset F,0.8549999999999996,0.756826396190571,10
Dataset F,0.8549999999999996,0.7648813083333345,11
Dataset F,0.8549999999999996,0.7648813083333345,12
Dataset F,0.8549999999999996,0.7648813083333345,13
Dataset F,0.8549999999999996,0.7011564064660575,14
Dataset F,0.8549999999999996,0.7011564064660575,15
Dataset F,0.8549999999999996,0.7011564064660575,16
Dataset F,0.8549999999999996,0.7084422498800077,17
Dataset F,0.8549999999999996,0.7084422498800077,18
Dataset F,0.8549999999999996,0.7158354594785538,19
Dataset F,0.8549999999999996,0.7158354594785538,20
Dataset F,0.8549999999999996,0.7101429620499097,21
Dataset F,0.8549999999999996,0.7101429620499097,22
Dataset F,0.8549999999999996,0.7175277315789728,23
Dataset F,0.8549999999999996,0.6147832855911313,24
Dataset F,0.8549999999999996,0.6147832855911313,25
Dataset F,0.8549999999999996,0.6147832855911313,26
Dataset F,0.8549999999999996,0.6147832855911313,27
Dataset F,0.8549999999999996,0.6147832855911313,28
Dataset F,0.8549999999999996,0.6147832855911313,29
Dataset F,0.8549999999999996,0.6147832855911313,30
Dataset F,0.8549999999999996,0.6147832855911313,31
Dataset F,0.8549999999999996,0.6147832855911313,32
Dataset F,0.8549999999999996,0.6147832855911313,33
Dataset F,0.8549999999999996,0.6147832855911313,34
Dataset F,0.8549999999999996,0.6147832855911313,35
Dataset F,0.8599999999999997,0.5984780797931374,2
Dataset F,0.8599999999999997,0.6181164269405535,3
Dataset F,0.8599999999999997,0.629175116029875,4
Dataset F,0.8599999999999997,0.6520963369031021,5
Dataset F,0.8599999999999997,0.6677098054805805,6
Dataset F,0.8599999999999997,0.6583206252088969,7
Dataset F,0.8599999999999997,0.7396696368309981,8
Dataset F,0.8599999999999997,0.7475628115951257,9
Dataset F,0.8599999999999997,0.756826396190571,10
Dataset F,0.8599999999999997,0.7648813083333345,11
Dataset F,0.8599999999999997,0.7648813083333345,12
Dataset F,0.8599999999999997,0.7648813083333345,13
Dataset F,0.8599999999999997,0.7011564064660575,14
Dataset F,0.8599999999999997,0.7011564064660575,15
Dataset F,0.8599999999999997,0.7011564064660575,16
Dataset F,0.8599999999999997,0.7084422498800077,17
Dataset F,0.8599999999999997,0.7084422498800077,18
Dataset F,0.8599999999999997,0.7158354594785538,19
Dataset F,0.8599999999999997,0.7158354594785538,20
Dataset F,0.8599999999999997,0.7101429620499097,21
Dataset F,0.8599999999999997,0.7101429620499097,22
Dataset F,0.8599999999999997,0.7175277315789728,23
Dataset F,0.8599999999999997,0.6147832855911313,24
Dataset F,0.8599999999999997,0.6147832855911313,25
Dataset F,0.8599999999999997,0.6147832855911313,26
Dataset F,0.8599999999999997,0.6147832855911313,27
Dataset F,0.8599999999999997,0.6147832855911313,28
Dataset F,0.8599999999999997,0.6147832855911313,29
Dataset F,0.8599999999999997,0.6147832855911313,30
Dataset F,0.8599999999999997,0.6147832855911313,31
Dataset F,0.8599999999999997,0.6147832855911313,32
Dataset F,0.8599999999999997,0.6147832855911313,33
Dataset F,0.8599999999999997,0.6147832855911313,34
Dataset F,0.8599999999999997,0.6147832855911313,35
Dataset F,0.8649999999999997,0.5907269755797394,2
Dataset F,0.8649999999999997,0.6102330739997717,3
Dataset F,0.8649999999999997,0.629175116029875,4
Dataset F,0.8649999999999997,0.7004778536953443,5
Dataset F,0.8649999999999997,0.6677098054805805,6
Dataset F,0.8649999999999997,0.6583206252088969,7
Dataset F,0.8649999999999997,0.7396696368309981,8
Dataset F,0.8649999999999997,0.7475628115951257,9
Dataset F,0.8649999999999997,0.7475628115951257,10
Dataset F,0.8649999999999997,0.7648813083333345,11
Dataset F,0.8649999999999997,0.7648813083333345,12
Dataset F,0.8649999999999997,0.7648813083333345,13
Dataset F,0.8649999999999997,0.7011564064660575,14
Dataset F,0.8649999999999997,0.7011564064660575,15
Dataset F,0.8649999999999997,0.7011564064660575,16
Dataset F,0.8649999999999997,0.7084422498800077,17
Dataset F,0.8649999999999997,0.7084422498800077,18
Dataset F,0.8649999999999997,0.7158354594785538,19
Dataset F,0.8649999999999997,0.7158354594785538,20
Dataset F,0.8649999999999997,0.7158354594785538,21
Dataset F,0.8649999999999997,0.7101429620499097,22
Dataset F,0.8649999999999997,0.7175277315789728,23
Dataset F,0.8649999999999997,0.6147832855911313,24
Dataset F,0.8649999999999997,0.6147832855911313,25
Dataset F,0.8649999999999997,0.6147832855911313,26
Dataset F,0.8649999999999997,0.6147832855911313,27
Dataset F,0.8649999999999997,0.6147832855911313,28
Dataset F,0.8649999999999997,0.6147832855911313,29
Dataset F,0.8649999999999997,0.6147832855911313,30
Dataset F,0.8649999999999997,0.6147832855911313,31
Dataset F,0.8649999999999997,0.6147832855911313,32
Dataset F,0.8649999999999997,0.6147832855911313,33
Dataset F,0.8649999999999997,0.6147832855911313,34
Dataset F,0.8649999999999997,0.6147832855911313,35
Dataset F,0.8699999999999997,0.5790567379944036,2
Dataset F,0.8699999999999997,0.5885305898344606,3
Dataset F,0.8699999999999997,0.629175116029875,4
Dataset F,0.8699999999999997,0.7004778536953443,5
Dataset F,0.8699999999999997,0.6534167330303727,6
Dataset F,0.8699999999999997,0.6512018396519894,7
Dataset F,0.8699999999999997,0.7396696368309981,8
Dataset F,0.8699999999999997,0.7475628115951257,9
Dataset F,0.8699999999999997,0.7475628115951257,10
Dataset F,0.8699999999999997,0.7648813083333345,11
Dataset F,0.8699999999999997,0.7648813083333345,12
Dataset F,0.8699999999999997,0.7648813083333345,13
Dataset F,0.8699999999999997,0.7011564064660575,14
Dataset F,0.8699999999999997,0.7011564064660575,15
Dataset F,0.8699999999999997,0.7011564064660575,16
Dataset F,0.8699999999999997,0.7011564064660575,17
Dataset F,0.8699999999999997,0.7084422498800077,18
Dataset F,0.8699999999999997,0.7158354594785538,19
Dataset F,0.8699999999999997,0.7158354594785538,20
Dataset F,0.8699999999999997,0.7158354594785538,21
Dataset F,0.8699999999999997,0.7101429620499097,22
Dataset F,0.8699999999999997,0.7101429620499097,23
Dataset F,0.8699999999999997,0.6147832855911313,24
Dataset F,0.8699999999999997,0.6147832855911313,25
Dataset F,0.8699999999999997,0.6147832855911313,26
Dataset F,0.8699999999999997,0.6147832855911313,27
Dataset F,0.8699999999999997,0.6147832855911313,28
Dataset F,0.8699999999999997,0.6147832855911313,29
Dataset F,0.8699999999999997,0.6147832855911313,30
Dataset F,0.8699999999999997,0.6147832855911313,31
Dataset F,0.8699999999999997,0.6147832855911313,32
Dataset F,0.8699999999999997,0.6147832855911313,33
Dataset F,0.8699999999999997,0.6147832855911313,34
Dataset F,0.8699999999999997,0.6147832855911313,35
Dataset F,0.8749999999999997,0.6053661179987594,2
Dataset F,0.8749999999999997,0.5885305898344606,3
Dataset F,0.8749999999999997,0.6225906564144075,4
Dataset F,0.8749999999999997,0.6989910068018239,5
Dataset F,0.8749999999999997,0.6989910068018239,6
Dataset F,0.8749999999999997,0.638636102898368,7
Dataset F,0.8749999999999997,0.7319012584925857,8
Dataset F,0.8749999999999997,0.7396696368309981,9
Dataset F,0.8749999999999997,0.7396696368309981,10
Dataset F,0.8749999999999997,0.7648813083333345,11
Dataset F,0.8749999999999997,0.7648813083333345,12
Dataset F,0.8749999999999997,0.7648813083333345,13
Dataset F,0.8749999999999997,0.7011564064660575,14
Dataset F,0.8749999999999997,0.7011564064660575,15
Dataset F,0.8749999999999997,0.7011564064660575,16
Dataset F,0.8749999999999997,0.7011564064660575,17
Dataset F,0.8749999999999997,0.7084422498800077,18
Dataset F,0.8749999999999997,0.7158354594785538,19
Dataset F,0.8749999999999997,0.7158354594785538,20
Dataset F,0.8749999999999997,0.7158354594785538,21
Dataset F,0.8749999999999997,0.7158354594785538,22
Dataset F,0.8749999999999997,0.7158354594785538,23
Dataset F,0.8749999999999997,0.6147832855911313,24
Dataset F,0.8749999999999997,0.6147832855911313,25
Dataset F,0.8749999999999997,0.6147832855911313,26
Dataset F,0.8749999999999997,0.6147832855911313,27
Dataset F,0.8749999999999997,0.6147832855911313,28
Dataset F,0.8749999999999997,0.6147832855911313,29
Dataset F,0.8749999999999997,0.6147832855911313,30
Dataset F,0.8749999999999997,0.6147832855911313,31
Dataset F,0.8749999999999997,0.6147832855911313,32
Dataset F,0.8749999999999997,0.6147832855911313,33
Dataset F,0.8749999999999997,0.6147832855911313,34
Dataset F,0.8749999999999997,0.6147832855911313,35
Dataset F,0.8799999999999997,0.6053661179987594,2
Dataset F,0.8799999999999997,0.5739831277475659,3
Dataset F,0.8799999999999997,0.6252948936050118,4
Dataset F,0.8799999999999997,0.6416070007370317,5
Dataset F,0.8799999999999997,0.6474405133961635,6
Dataset F,0.8799999999999997,0.638636102898368,7
Dataset F,0.8799999999999997,0.7319012584925857,8
Dataset F,0.8799999999999997,0.7396696368309981,9
Dataset F,0.8799999999999997,0.7396696368309981,10
Dataset F,0.8799999999999997,0.756826396190571,11
Dataset F,0.8799999999999997,0.7648813083333345,12
Dataset F,0.8799999999999997,0.7648813083333345,13
Dataset F,0.8799999999999997,0.7011564064660575,14
Dataset F,0.8799999999999997,0.7011564064660575,15
Dataset F,0.8799999999999997,0.7011564064660575,16
Dataset F,0.8799999999999997,0.7011564064660575,17
Dataset F,0.8799999999999997,0.7011564064660575,18
Dataset F,0.8799999999999997,0.7158354594785538,19
Dataset F,0.8799999999999997,0.7158354594785538,20
Dataset F,0.8799999999999997,0.7158354594785538,21
Dataset F,0.8799999999999997,0.7158354594785538,22
Dataset F,0.8799999999999997,0.7158354594785538,23
Dataset F,0.8799999999999997,0.6147832855911313,24
Dataset F,0.8799999999999997,0.6147832855911313,25
Dataset F,0.8799999999999997,0.6147832855911313,26
Dataset F,0.8799999999999997,0.6147832855911313,27
Dataset F,0.8799999999999997,0.6147832855911313,28
Dataset F,0.8799999999999997,0.6147832855911313,29
Dataset F,0.8799999999999997,0.6147832855911313,30
Dataset F,0.8799999999999997,0.6147832855911313,31
Dataset F,0.8799999999999997,0.6147832855911313,32
Dataset F,0.8799999999999997,0.6147832855911313,33
Dataset F,0.8799999999999997,0.6147832855911313,34
Dataset F,0.8799999999999997,0.6147832855911313,35
Dataset F,0.8849999999999997,0.6053661179987594,2
Dataset F,0.8849999999999997,0.5739831277475659,3
Dataset F,0.8849999999999997,0.6252948936050118,4
Dataset F,0.8849999999999997,0.6917206416282347,5
Dataset F,0.8849999999999997,0.6474405133961635,6
Dataset F,0.8849999999999997,0.638636102898368,7
Dataset F,0.8849999999999997,0.7319012584925857,8
Dataset F,0.8849999999999997,0.7396696368309981,9
Dataset F,0.8849999999999997,0.7396696368309981,10
Dataset F,0.8849999999999997,0.7396696368309981,11
Dataset F,0.8849999999999997,0.7555777230615043,12
Dataset F,0.8849999999999997,0.7648813083333345,13
Dataset F,0.8849999999999997,0.6939808266415739,14
Dataset F,0.8849999999999997,0.7011564064660575,15
Dataset F,0.8849999999999997,0.7011564064660575,16
Dataset F,0.8849999999999997,0.7011564064660575,17
Dataset F,0.8849999999999997,0.7011564064660575,18
Dataset F,0.8849999999999997,0.7084422498800077,19
Dataset F,0.8849999999999997,0.7158354594785538,20
Dataset F,0.8849999999999997,0.7158354594785538,21
Dataset F,0.8849999999999997,0.7158354594785538,22
Dataset F,0.8849999999999997,0.7158354594785538,23
Dataset F,0.8849999999999997,0.6147832855911313,24
Dataset F,0.8849999999999997,0.6147832855911313,25
Dataset F,0.8849999999999997,0.6147832855911313,26
Dataset F,0.8849999999999997,0.6147832855911313,27
Dataset F,0.8849999999999997,0.6147832855911313,28
Dataset F,0.8849999999999997,0.6147832855911313,29
Dataset F,0.8849999999999997,0.6147832855911313,30
Dataset F,0.8849999999999997,0.6147832855911313,31
Dataset F,0.8849999999999997,0.6147832855911313,32
Dataset F,0.8849999999999997,0.6147832855911313,33
Dataset F,0.8849999999999997,0.6147832855911313,34
Dataset F,0.8849999999999997,0.6147832855911313,35
Dataset F,0.8899999999999997,0.5995770560292177,2
Dataset F,0.8899999999999997,0.5739831277475659,3
Dataset F,0.8899999999999997,0.5943393962144476,4
Dataset F,0.8899999999999997,0.6862480567180477,5
Dataset F,0.8899999999999997,0.6989910068018239,6
Dataset F,0.8899999999999997,0.7078020140723164,7
Dataset F,0.8899999999999997,0.7228544629386379,8
Dataset F,0.8899999999999997,0.7319012584925857,9
Dataset F,0.8899999999999997,0.7396696368309981,10
Dataset F,0.8899999999999997,0.7396696368309981,11
Dataset F,0.8899999999999997,0.7555777230615043,12
Dataset F,0.8899999999999997,0.7648813083333345,13
Dataset F,0.8899999999999997,0.6939808266415739,14
Dataset F,0.8899999999999997,0.7011564064660575,15
Dataset F,0.8899999999999997,0.7011564064660575,16
Dataset F,0.8899999999999997,0.7011564064660575,17
Dataset F,0.8899999999999997,0.7011564064660575,18
Dataset F,0.8899999999999997,0.7084422498800077,19
Dataset F,0.8899999999999997,0.7084422498800077,20
Dataset F,0.8899999999999997,0.7158354594785538,21
Dataset F,0.8899999999999997,0.7158354594785538,22
Dataset F,0.8899999999999997,0.7158354594785538,23
Dataset F,0.8899999999999997,0.6147832855911313,24
Dataset F,0.8899999999999997,0.6147832855911313,25
Dataset F,0.8899999999999997,0.6147832855911313,26
Dataset F,0.8899999999999997,0.6147832855911313,27
Dataset F,0.8899999999999997,0.6147832855911313,28
Dataset F,0.8899999999999997,0.6147832855911313,29
Dataset F,0.8899999999999997,0.6147832855911313,30
Dataset F,0.8899999999999997,0.6147832855911313,31
Dataset F,0.8899999999999997,0.6147832855911313,32
Dataset F,0.8899999999999997,0.6147832855911313,33
Dataset F,0.8899999999999997,0.6147832855911313,34
Dataset F,0.8899999999999997,0.6147832855911313,35
Dataset F,0.8949999999999996,0.6027828211025439,2
Dataset F,0.8949999999999996,0.7069139213771541,3
Dataset F,0.8949999999999996,0.5943393962144476,4
Dataset F,0.8949999999999996,0.6862480567180477,5
Dataset F,0.8949999999999996,0.6989910068018239,6
Dataset F,0.8949999999999996,0.7078020140723164,7
Dataset F,0.8949999999999996,0.7228544629386379,8
Dataset F,0.8949999999999996,0.7319012584925857,9
Dataset F,0.8949999999999996,0.7396696368309981,10
Dataset F,0.8949999999999996,0.7396696368309981,11
Dataset F,0.8949999999999996,0.7555777230615043,12
Dataset F,0.8949999999999996,0.7555777230615043,13
Dataset F,0.8949999999999996,0.6939808266415739,14
Dataset F,0.8949999999999996,0.7011564064660575,15
Dataset F,0.8949999999999996,0.7011564064660575,16
